Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Read.withUri",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,0,4,1,2,33,5,2,3,1,2,1,,,0,,,8.25,1
Public Static Abstract Class,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write",9,0,5,4,1,,,,,1,12,12,0,,0,0,,,,23,0,23,23,11,0,0,12,,318,48,220,98,107,50,,103,146,78,92,,1,2,0,0,0,0.23,12
Static Abstract Class,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder",0,0,0,0,0,,,,,1,4,4,0,,0,0,,,,11,0,11,11,11,0,0,0,,24,10,14,13,0,0,,11,12,12,0,,0,1,0,0,0,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setBatchSize",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setCollection",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setDatabase",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setIgnoreSSLCertificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setMaxConnectionIdleTime",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setOrdered",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setSslEnabled",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setSslInvalidHostNameAllowed",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setUpdateConfiguration",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.Builder.setUri",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Static Class,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn",13,0,12,0,3,,,,,1,30,30,0,,1,0,,,,9,3,10,10,1,4,0,5,,141,12,127,47,79,2,,53,82,42,64,,9,2,4,53,40,0.02,26
Constructor,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.WriteFn",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.closeMongoClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,3,0,2,2,4,1,3,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.createMongoClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,3,10,0,8,2,3,2,2,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.finishBundle",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.flush",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,1,17,7,13,0,10,10,13,7,12,3,,,1,,,0.00,3
Private Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.getOperatorFieldsMap",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,0,17,6,12,0,7,9,13,6,11,3,,,2,,,0.00,3
Private Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.insertDocuments",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,10,1,6,0,4,3,6,1,5,3,,,2,,,0.00,3
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,1,8,3,4,2,6,3,5,2,4,2,,,1,,,0.25,2
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.startBundle",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.WriteFn.updateDocuments",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,0,39,16,28,0,23,18,28,16,24,9,,,4,,,0.00,9
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.batchSize",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.collection",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.database",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.expand",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,8,2,5,0,10,5,6,1,5,1,,,0,,,0.00,1
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.ignoreSSLCertificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.maxConnectionIdleTime",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.ordered",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.populateDisplayData",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,12,2,9,0,11,9,10,1,9,1,,,0,,,0.00,1
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.sslEnabled",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.sslInvalidHostNameAllowed",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.updateConfiguration",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.uri",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,2,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withBatchSize",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,4,1,2,1,5,2,3,1,2,1,,,0,,,0.25,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withCollection",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,4,1,2,1,5,2,3,1,2,1,,,0,,,0.25,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withDatabase",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,4,1,2,1,5,2,3,1,2,1,,,0,,,0.25,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withIgnoreSSLCertificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withMaxConnectionIdleTime",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withOrdered",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,3,1,1,7,4,1,2,1,1,1,,,0,,,2.33,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withSSLEnabled",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withSSLInvalidHostNameAllowed",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withUpdateConfiguration",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,4,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.Write.withUri",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,0,4,1,2,33,5,2,3,1,2,1,,,0,,,8.25,1
Private Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIO.getOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,0,16,7,8,0,7,6,9,3,8,3,,,2,,,0.00,3
Public Class,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest",23,1,21,1,1,,,,,1,33,33,0,,4,11,,,,2,1,6,6,0,2,0,4,,167,15,147,42,112,5,,70,81,34,60,,3,1,2,75,75,0.03,8
Static Class,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.DocumentToKVFn",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,6,0,6,3,1,0,,1,3,2,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.DocumentToKVFn.apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.afterClass",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,7,2,4,0,3,4,5,1,4,1,,,0,,,0.00,1
Public Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.beforeClass",,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,2,29,6,25,0,30,12,13,4,12,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.countElements",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,5,1,2,1,1,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.createDocuments",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,0,40,8,32,0,3,12,15,7,10,3,,,2,,,0.00,3
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.testSplitIntoBucket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,1,29,4,26,2,6,14,15,3,14,1,,,0,,,0.07,1
Public Method,"org.apache.beam.sdk.io.mongodb.MongoDbIOTest.testSplitIntoFilters",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,1,19,4,16,2,5,14,15,3,14,1,,,0,,,0.11,1
Unknown Annotation,"org.apache.beam.sdk.options.Description",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Package,"org.apache.beam.sdk.schemas",8,0,7,1,1,,,,,,,,,18,18,18,,4,,208,50,226,,28,5,0,193,,2187,334,1650,631,874,222,,692,966,465,627,,12,,3,,,0.13,284
Final Class,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field",6,0,6,0,1,,,,,1,7,7,0,,0,0,,,,7,4,7,24,0,1,0,6,,132,13,119,41,54,0,,41,66,25,42,,1,2,0,57,57,0.00,7
Private Constructor,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.AutoValue_Schema_Field",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,10,5,4,0,5,4,5,1,4,1,,,0,,,0.00,1
Static Final Class,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder",10,0,10,0,2,,,,,1,11,11,0,,0,0,,,,7,4,7,13,2,0,0,5,,73,0,73,18,39,0,,27,44,13,32,,6,2,2,79,79,0.00,16
Constructor,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,0,1,1,0,1,,,0,,,0.00,1
Constructor,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,4,0,7,4,5,1,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,0,27,3,19,0,3,7,13,2,12,6,,,2,,,0.00,6
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.setDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.setOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,2,4,0,1,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.Builder.setType",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,2,4,0,1,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.getDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.getOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.getType",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.toBuilder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.AutoValue_Schema_Field.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,9,2,6,0,3,1,2,1,1,1,,,0,,,0.00,1
Final Class,"org.apache.beam.sdk.schemas.AutoValue_Schema_FieldType",0,0,0,0,1,,,,,1,7,7,0,,0,0,,,,1,8,1,33,0,1,0,0,,37,9,28,27,0,0,,16,9,9,0,,1,2,0,100,100,0.00,1
Private Constructor,"org.apache.beam.sdk.schemas.AutoValue_Schema_FieldType.AutoValue_Schema_FieldType",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Public Static Abstract Class,"org.apache.beam.sdk.schemas.Field",5,0,5,1,1,,,,,2,12,12,1,,2,0,,,,15,0,17,17,0,1,0,16,,113,22,76,30,31,15,,26,42,26,16,,2,1,1,0,0,0.20,13
Public Static Abstract Class,"org.apache.beam.sdk.schemas.Field.Builder",4,0,4,0,1,,,,,1,6,6,1,,0,0,,,,6,0,6,6,0,0,0,6,,18,5,12,8,2,1,,7,9,7,2,,1,1,0,0,0,0.08,1
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.Builder.setDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.Builder.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.Builder.setOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.sdk.schemas.Field.Builder.setOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.Builder.setType",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Final Method,"org.apache.beam.sdk.schemas.Field.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,11,3,7,0,6,3,5,2,3,2,,,1,,,0.00,2
Private Method,"org.apache.beam.sdk.schemas.Field.equivalent",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,5,1,2,1,1,1,,,0,,,0.00,1
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.getDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,0,1,1,1,1,1,0,0,,,0,,,1.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,1,1,0,1,1,1,1,1,0,0,,,0,,,1.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.getOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,0,1,1,1,1,1,0,0,,,0,,,1.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.getType",,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,0,1,1,0,1,1,1,1,1,0,0,,,0,,,1.00,0
Public Final Method,"org.apache.beam.sdk.schemas.Field.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,5,1,2,1,1,1,,,0,,,0.00,1
Public Static Method,"org.apache.beam.sdk.schemas.Field.nullable",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,8,1,6,1,8,1,2,1,1,1,,,0,,,0.13,1
Public Static Method,"org.apache.beam.sdk.schemas.Field.of",,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,0,8,1,6,1,7,1,2,1,1,1,,,0,,,0.13,1
Public Abstract Method,"org.apache.beam.sdk.schemas.Field.toBuilder",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.sdk.schemas.Field.typesEqual",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withName",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withNullable",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,6,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,8,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,3,1,2,1,1,1,,,0,,,0.33,1
Public Method,"org.apache.beam.sdk.schemas.Field.withType",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Static Abstract Class,"org.apache.beam.sdk.schemas.FieldType",13,0,12,1,3,,,,,2,29,29,1,,9,12,,,,23,0,32,32,1,0,0,31,,429,62,309,82,189,58,,109,168,63,123,,12,1,3,0,0,0.19,66
Static Abstract Class,"org.apache.beam.sdk.schemas.FieldType.Builder",0,0,0,0,0,,,,,1,9,9,0,,0,0,,,,9,0,9,9,9,0,0,0,,22,8,13,12,0,1,,9,10,10,0,,0,1,0,0,0,0.08,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setCollectionElementType",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setLogicalType",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setMapKeyType",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setMapValueType",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,2,2,0,1,1,1,1,1,0,0,,,0,,,0.50,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setNullable",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setRowSchema",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.sdk.schemas.FieldType.Builder.setTypeName",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Static Method,"org.apache.beam.sdk.schemas.FieldType.array",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,0,3,1,1,1,4,1,2,1,1,1,,,0,,,0.33,1
Public Static Method,"org.apache.beam.sdk.schemas.FieldType.array",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,6,2,3,1,5,1,2,1,1,1,,,0,,,0.17,1
Public Final Method,"org.apache.beam.sdk.schemas.FieldType.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,1,40,3,29,2,15,8,17,2,15,9,,,3,,,0.05,9
Public Method,"org.apache.beam.sdk.schemas.FieldType.equivalent",,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,2,36,1,27,1,9,11,20,1,19,12,,,2,,,0.03,12
Public Static Method,"org.apache.beam.sdk.schemas.FieldType.forTypeName",,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,6,1,4,0,5,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.schemas.FieldType.getAllMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,5,2,2,1,6,1,2,1,1,1,,,0,,,0.20,3
Lambda Method,"org.apache.beam.sdk.schemas.FieldType.getAllMetadata.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,2,0,0,0,0,1,,,0,,,0.00,1
Lambda Method,"org.apache.beam.sdk.schemas.FieldType.getAllMetadata.(lambda_expr_2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,2,0,0,0,0,1,,,0,,,0.00,1
Public Abstract Method,"org.apache.beam.sdk.schemas.FieldType.getCollectionElementType",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Abstract Method,"org.apache.beam.sdk.schemas.FieldType.getLogicalType",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Public Generic Method,"org.apache.beam.sdk.schemas.FieldType.getLogicalType",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,4,2,1,1,3,1,2,1,1,1,,,0,,,0.25,1
