Kind,Name,AvgCyclomatic,MaxCyclomatic,AvgCountLineCode,CountLineCode,RatioCommentToCode,CountLineComment,CountDeclClass,CountDeclClassMethod,CountLineCodeExe,MaxNesting
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.setupMockDataflowJobCreation",,,,16,0.00,0,,,13,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testAliasForSdkContainerImage",,,,9,0.00,0,,,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testApplyIsScopedToExactClass",,,,18,0.00,0,,,14,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testBigQueryDLQWarning",,,,48,0.00,0,,,37,2
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testExperimentRegionAndWorkerRegionMutuallyExclusive",,,,10,0.00,0,,,6,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testExperimentRegionAndWorkerRegionMutuallyExclusive.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testExperimentRegionAndWorkerZoneMutuallyExclusive",,,,10,0.00,0,,,6,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testExperimentRegionAndWorkerZoneMutuallyExclusive.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testFromOptionsUserAgentFromPipelineInfo",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testFromOptionsWithUppercaseConvertsToLowercase",,,,8,0.00,0,,,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testGcsUploadBufferSizeIsUnsetForBatchWhenDefault",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testGcsUploadBufferSizeUnchangedWhenNotDefault",,,,16,0.00,0,,,13,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testGetContainerImageForJobFromOption",,,,12,0.00,0,,,6,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testGetContainerImageForJobFromOptionWithPlaceholder",,,,28,0.00,0,,,24,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testInvalidGcpTempLocation",,,,11,0.18,2,,,8,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testInvalidJobName",,,,16,0.00,0,,,10,2
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testInvalidNumberOfWorkerHarnessThreads",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testInvalidProfileLocation",,,,18,0.17,3,,,13,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testInvalidStagingLocation",,,,18,0.17,3,,,13,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testIsMultiLanguage",,,,12,0.00,0,,,8,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testMergingStatefulRejectedInBatch",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testMergingStatefulRejectedInStreaming",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testNoProjectFails",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testNonExistentProfileLocation",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testNonExistentStagingLocation",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testNonExistentTempLocation",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testNonGcsTempLocation",,,,10,0.10,1,,,7,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testPathValidation",,,,14,0.00,0,,,9,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testPathValidatorOverride",,,,13,0.00,0,,,8,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testProjectDescription",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testProjectId",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testProjectNumber",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testProjectPrefix",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRegionOptionalForNonServiceRunner",,,,7,0.14,1,,,4,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRegionRequiredForServiceRunner",,,,7,0.14,1,,,4,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRegionRequiredForServiceRunner.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testResolveArtifacts",,,,89,0.00,0,,,80,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRunReturnDifferentRequestId",,,,17,0.00,0,,,13,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRunWithMissingFiles",,,,30,0.00,0,,,27,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testRunWithMissingFiles.(lambda_expr_1)",,,,6,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testSdkHarnessConfigurationPrime",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testSdkHarnessConfigurationRunnerV2",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testSettingConflictingEnableAndDisableExperimentsThrowsException",,,,17,0.00,0,,,12,2
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStageArtifactWithoutStagedName",,,,42,0.00,0,,,35,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStageDuplicatedArtifacts",,,,75,0.00,0,,,65,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStreamingWriteOverride",,,,29,0.00,0,,,22,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStreamingWriteWithNoShardingReturnsNewTransform",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStreamingWriteWithNoShardingReturnsNewTransformMaxWorkersUnset",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testStreamingWriteWithShardingReturnsSameTransform",,,,27,0.00,0,,,19,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testTextIOWithRuntimeParameters",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testUnconsumedReads",,,,17,0.00,0,,,13,0
Anonymous Class,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testUnconsumedReads.(Anon_1)",1,1,4,5,0.00,0,,0,4,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testUnconsumedReads.(Anon_1).visitPrimitiveTransform",,,,4,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testUpdateNonExistentPipeline",,,,10,0.00,0,,,7,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testValidJobName",,,,11,0.00,0,,,6,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testValidProfileLocation",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testWorkerRegionAndWorkerZoneMutuallyExclusive",,,,9,0.00,0,,,5,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testWorkerRegionAndWorkerZoneMutuallyExclusive.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testZoneAndWorkerZoneMutuallyExclusive",,,,9,0.00,0,,,5,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.testZoneAndWorkerZoneMutuallyExclusive.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideBytes",,,,44,0.00,0,,,37,1
Anonymous Class,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideBytes.(Anon_5)",1,1,5,6,0.00,0,,0,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideBytes.(Anon_5).apply",,,,5,0.00,0,,,4,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideBytes.(lambda_expr_1)",,,,7,0.00,0,,,6,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideCount",,,,48,0.00,0,,,38,3
Anonymous Class,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideCount.(Anon_3)",1,1,5,6,0.00,0,,0,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideCount.(Anon_3).apply",,,,5,0.00,0,,,4,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyGroupIntoBatchesOverrideCount.(lambda_expr_1)",,,,16,0.00,0,,,12,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyMergingStatefulParDoRejected",,,,16,0.00,0,,,14,0
Anonymous Class,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyMergingStatefulParDoRejected.(Anon_2)",1,1,2,5,0.00,0,,0,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyMergingStatefulParDoRejected.(Anon_2).process",,,,2,0.00,0,,,2,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifyNonExistentOutputPathThrowsException",,,,10,0.00,0,,,8,0
Private Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifySdkHarnessConfiguration",,,,52,0.00,0,,,43,1
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifySdkHarnessConfiguration.(lambda_expr_1)",,,,3,0.00,0,,,3,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifySdkHarnessConfiguration.(lambda_expr_2)",,,,1,0.00,0,,,1,0
Lambda Method,"org.apache.beam.runners.dataflow.DataflowRunnerTest.verifySdkHarnessConfiguration.(lambda_expr_3)",,,,9,0.00,0,,,6,0
Generic Class,"org.apache.beam.runners.dataflow.Deduplicate",1,1,14,23,0.13,3,,0,13,0
Private Static Generic Class,"org.apache.beam.runners.dataflow.Deduplicate.StrippingDoFn",1,1,4,6,0.17,1,,0,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.Deduplicate.StrippingDoFn.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.Deduplicate.StrippingDoFn.processElement",,,,4,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.Deduplicate.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.Deduplicate.expand",,,,14,0.07,1,,,11,0
Lambda Method,"org.apache.beam.runners.dataflow.Deduplicate.expand.(lambda_expr_1)",,,,2,0.00,0,,,2,0
Class,"org.apache.beam.runners.dataflow.IdentityMessageFn",1,1,4,5,0.00,0,,0,1,0
Public Method,"org.apache.beam.runners.dataflow.IdentityMessageFn.apply",,,,4,0.00,0,,,1,0
Class,"org.apache.beam.runners.dataflow.ImpulseTranslator",2,3,11,40,0.30,12,,0,24,2
Private Static Class,"org.apache.beam.runners.dataflow.ImpulseTranslator.SpecificEncodingException",1,1,3,5,0.20,1,,0,1,0
Public Constructor,"org.apache.beam.runners.dataflow.ImpulseTranslator.SpecificEncodingException.SpecificEncodingException",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.runners.dataflow.ImpulseTranslator.addStepContext",,,,6,0.17,1,,,4,0
Private Method,"org.apache.beam.runners.dataflow.ImpulseTranslator.encodeImpulseElement",,,,7,0.71,5,,,4,1
Public Method,"org.apache.beam.runners.dataflow.ImpulseTranslator.translate",,,,20,0.15,3,,,14,2
Class,"org.apache.beam.runners.dataflow.MultiOutputExpandableTransformTranslator",3,3,10,21,0.62,13,,0,10,1
Private Method,"org.apache.beam.runners.dataflow.MultiOutputExpandableTransformTranslator.addOutputsToStepContext",,,,6,0.00,0,,,3,1
Public Method,"org.apache.beam.runners.dataflow.MultiOutputExpandableTransformTranslator.translate",,,,13,0.62,8,,,7,1
Generic Class,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory",1,1,9,32,0.38,12,,0,7,0
Generic Parameter,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.InputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.K",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.OutputT",0,0,0,,,,,0,,0
Private Method,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.createCombineGroupedValues",,,,10,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.getReplacementTransform",,,,12,0.08,1,,,3,0
Public Method,"org.apache.beam.runners.dataflow.PrimitiveCombineGroupedValuesOverrideFactory.mapOutputs",,,,5,0.40,2,,,1,0
Generic Class,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory",1,2,8,30,0.60,18,,0,11,1
Generic Parameter,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.InputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.OutputT",0,0,0,,,,,0,,0
Protected Constructor,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.ReflectiveOneToOneOverrideFactory",,,,9,0.11,1,,,4,1
Generic Parameter,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.TransformT",0,0,0,,,,,0,,0
Private Method,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.createReplacementTransform",,,,9,0.22,2,,,5,0
Public Method,"org.apache.beam.runners.dataflow.ReflectiveOneToOneOverrideFactory.getReplacementTransform",,,,6,1.17,7,,,2,0
Generic Class,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory",1,2,19,84,0.04,3,,0,44,1
Generic Parameter,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.InputT",0,0,0,,,,,0,,0
Protected Constructor,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.ReflectiveViewOverrideFactory",,,,9,0.11,1,,,4,1
Generic Parameter,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.ViewT",0,0,0,,,,,0,,0
Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView",,,,47,0.04,2,,,33,0
Anonymous Class,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView.(Anon_1)",2,2,7,30,0.07,2,,0,23,1
Public Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView.(Anon_1).enterCompositeTransform",,,,7,0.00,0,,,5,1
Private Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView.(Anon_1).handlePrimitiveTransform",,,,9,0.00,0,,,8,0
Public Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView.(Anon_1).leaveCompositeTransform",,,,6,0.00,0,,,4,1
Public Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.findCreatePCollectionView.(Anon_1).visitPrimitiveTransform",,,,6,0.17,1,,,4,1
Public Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.getReplacementTransform",,,,16,0.00,0,,,6,0
Public Method,"org.apache.beam.runners.dataflow.ReflectiveViewOverrideFactory.mapOutputs",,,,5,0.00,0,,,1,0
Class,"org.apache.beam.runners.dataflow.SingleOutputExpandableTransformTranslator",1,1,7,10,1.30,13,,0,4,0
Public Method,"org.apache.beam.runners.dataflow.SingleOutputExpandableTransformTranslator.translate",,,,7,1.29,9,,,3,0
Generic Class,"org.apache.beam.runners.dataflow.StreamingBoundedRead",2,2,7,22,0.23,5,,0,11,1
Public Constructor,"org.apache.beam.runners.dataflow.StreamingBoundedRead.StreamingBoundedRead",,,,6,0.00,0,,,3,1
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingBoundedRead.T",0,0,0,,,,,0,,0
Private Method,"org.apache.beam.runners.dataflow.StreamingBoundedRead.applyTransformToPipeline",,,,4,0.00,0,,,2,0
Public Final Method,"org.apache.beam.runners.dataflow.StreamingBoundedRead.expand",,,,10,0.20,2,,,6,1
Generic Class,"org.apache.beam.runners.dataflow.StreamingBoundedReadOverrideFactory",1,1,6,13,1.54,20,,0,3,0
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingBoundedReadOverrideFactory.ElementType",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.StreamingBoundedReadOverrideFactory.getReplacementTransform",,,,6,1.00,6,,,2,0
Public Method,"org.apache.beam.runners.dataflow.StreamingBoundedReadOverrideFactory.mapOutputs",,,,5,1.40,7,,,1,0
Public Generic Class,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn",1,1,4,22,1.00,22,,1,8,0
Private Constructor,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.StreamingPCollectionViewWriterFn",,,,4,0.00,0,,,2,0
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.T",0,0,0,,,,,0,,0
Public Static Generic Method,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.create",,,,4,1.75,7,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.create.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.getDataCoder",,,,3,1.67,5,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.getView",,,,3,1.67,5,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPCollectionViewWriterFn.processElement",,,,5,0.00,0,,,3,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubIORead",1,2,4,29,0.14,4,,0,12,0
Public Constructor,"org.apache.beam.runners.dataflow.StreamingPubsubIORead.StreamingPubsubIORead",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.runners.dataflow.StreamingPubsubIORead.createCoder",,,,6,0.17,1,,,4,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIORead.expand",,,,6,0.17,1,,,3,0
Protected Method,"org.apache.beam.runners.dataflow.StreamingPubsubIORead.getKindString",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIORead.getOverriddenTransform",,,,3,0.00,0,,,1,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadOverrideFactory",1,1,6,14,1.29,18,,0,3,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadOverrideFactory.getReplacementTransform",,,,6,1.00,6,,,2,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadOverrideFactory.mapOutputs",,,,5,1.40,7,,,1,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadTranslator",1,1,7,16,0.31,5,,0,8,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadTranslator.translate",,,,8,0.38,3,,,4,0
Private Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOReadTranslator.validateContext",,,,5,0.20,1,,,3,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubIOWrite",1,2,4,24,0.63,15,,0,9,1
Public Constructor,"org.apache.beam.runners.dataflow.StreamingPubsubIOWrite.StreamingPubsubIOWrite",,,,6,1.33,8,,,3,1
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOWrite.expand",,,,4,0.50,2,,,1,0
Protected Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOWrite.getKindString",,,,4,0.00,0,,,1,0
Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOWrite.getOverriddenTransform",,,,3,0.33,1,,,1,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubIOWriteOverrideFactory",1,1,5,18,1.28,23,,0,5,0
Constructor,"org.apache.beam.runners.dataflow.StreamingPubsubIOWriteOverrideFactory.StreamingPubsubIOWriteOverrideFactory",,,,3,1.67,5,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOWriteOverrideFactory.getReplacementTransform",,,,7,0.86,6,,,3,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubIOWriteOverrideFactory.mapOutputs",,,,5,1.40,7,,,1,0
Class,"org.apache.beam.runners.dataflow.StreamingPubsubSinkTranslators",3,3,18,49,0.04,2,,2,30,1
Static Class,"org.apache.beam.runners.dataflow.StreamingPubsubSinkTranslators.StreamingPubsubIOWriteTranslator",1,1,10,13,0.00,0,,0,6,0
Public Method,"org.apache.beam.runners.dataflow.StreamingPubsubSinkTranslators.StreamingPubsubIOWriteTranslator.translate",,,,10,0.00,0,,,6,0
Private Static Method,"org.apache.beam.runners.dataflow.StreamingPubsubSinkTranslators.addTopicInput",,,,14,0.07,1,,,10,1
Private Static Method,"org.apache.beam.runners.dataflow.StreamingPubsubSinkTranslators.translate",,,,21,0.00,0,,,14,1
Generic Class,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory",3,5,14,62,0.11,7,,0,32,2
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.DestinationT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.OutputT",0,0,0,,,,,0,,0
Constructor,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.StreamingShardedWriteFactory",,,,6,0.17,1,,,3,1
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.UserT",0,0,0,,,,,0,,0
Private Method,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.calculateNumShards",,,,9,0.11,1,,,6,1
Public Method,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.getReplacementTransform",,,,34,0.12,4,,,20,2
Public Method,"org.apache.beam.runners.dataflow.StreamingShardedWriteFactory.mapOutputs",,,,5,0.00,0,,,1,0
Generic Class,"org.apache.beam.runners.dataflow.StreamingUnboundedRead",2,2,6,62,0.06,4,,0,24,1
Private Static Generic Class,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds",1,1,4,25,0.04,1,,0,9,0
Private Constructor,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.ReadWithIds",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.T",0,0,0,,,,,0,,0
Private Method,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.createOutputCollection",,,,7,0.00,0,,,5,0
Public Final Method,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.expand",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.getSource",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIds.populateDisplayData",,,,4,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIdsTranslator",1,1,5,7,0.00,0,,0,1,0
Public Method,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.ReadWithIdsTranslator.translate",,,,5,0.00,0,,,1,0
Public Constructor,"org.apache.beam.runners.dataflow.StreamingUnboundedRead.StreamingUnboundedRead",,,,6,0.17,1,,,3,1
